,Chromosome_0,Chromosome_1,Chromosome_2,Chromosome_3,Chromosome_4,Chromosome_5,Chromosome_6,Chromosome_7,Chromosome_8,Chromosome_9
29,883.3177520635955,865.2694532557977,841.9386760401744,808.4998484920098,841.9386760401744,883.3177520635955,842.2569267399575,841.9386760401744,841.1233631194144,841.1233631194144
30,808.4998484920098,838.7794844092475,841.9386760401744,808.4998484920098,838.7794844092475,841.1233631194144,865.2694532557977,841.1233631194144,841.9386760401744,841.1233631194144
31,808.4998484920098,841.9386760401744,841.9386760401744,841.1233631194144,865.2694532557977,854.6837153153253,841.9386760401744,838.7794844092475,854.6837153153253,841.9386760401744
32,856.3256774122694,841.9386760401744,841.9386760401744,862.3321760785951,827.2943434614887,841.9386760401744,858.0286373430147,854.6837153153253,841.9386760401744,841.9386760401744
33,827.2943434614887,841.9386760401744,841.9386760401744,852.9171283461704,841.9386760401744,841.9386760401744,841.9386760401744,841.9386760401744,841.9386760401744,841.9386760401744
34,841.9386760401744,827.2943434614887,827.2943434614887,818.7207637446558,841.9386760401744,827.2943434614887,841.9386760401744,841.9386760401744,841.9386760401744,841.9386760401744
35,827.2943434614887,841.9386760401744,841.9386760401744,827.2943434614887,841.9386760401744,818.7207637446558,827.2943434614887,841.9386760401744,841.9386760401744,841.9386760401744
36,827.2943434614887,841.9386760401744,841.9386760401744,824.9504647513218,841.9386760401744,841.9386760401744,818.7207637446558,827.2943434614887,827.2943434614887,841.9386760401744
37,827.2943434614887,827.2943434614887,841.9386760401744,841.9386760401744,841.9386760401744,841.9386760401744,841.9386760401744,861.3987872018926,841.9386760401744,841.8174217306128
38,841.9386760401744,841.9386760401744,841.9386760401744,841.8174217306128,841.9386760401744,841.9386760401744,841.9386760401744,841.9386760401744,827.2943434614887,840.4176713206026
39,841.9386760401744,841.9386760401744,827.2943434614887,841.8174217306128,841.8174217306128,841.9386760401744,841.9386760401744,841.8174217306128,854.0549464214147,827.2943434614887
40,827.2943434614887,827.2943434614887,827.2943434614887,841.8174217306128,841.9386760401744,841.8174217306128,841.9386760401744,841.9386760401744,841.8174217306128,841.9386760401744
41,827.2943434614887,841.8174217306128,827.2943434614887,827.2943434614887,797.9193090191563,827.2943434614887,827.2943434614887,841.8174217306128,827.2943434614887,841.9386760401744
42,841.8174217306128,841.9386760401744,827.2943434614887,800.2683039142474,841.8174217306128,841.9386760401744,841.8174217306128,827.2943434614887,828.8502391600946,827.2943434614887
43,827.2943434614887,824.9504647513218,827.2943434614887,827.2943434614887,800.2683039142474,827.2943434614887,824.9504647513218,827.2943434614887,800.2683039142474,841.9386760401744
44,827.2943434614887,841.9386760401744,827.2943434614887,824.9504647513218,827.2943434614887,827.2943434614887,824.9504647513218,824.9504647513218,824.9504647513218,827.2943434614887
45,827.2943434614887,835.3969752132144,827.2943434614887,824.9504647513218,827.2943434614887,841.9386760401744,827.2943434614887,841.5104881322676,827.2943434614887,806.0512892495053
46,841.5104881322676,835.3969752132144,841.9386760401744,827.2943434614887,827.2943434614887,827.2943434614887,827.2943434614887,827.2943434614887,806.0512892495053,806.0512892495053
47,827.2943434614887,841.9386760401744,827.2943434614887,806.0512892495053,827.2943434614887,835.3969752132144,841.5104881322676,827.2943434614887,827.2943434614887,835.3969752132144
48,841.9386760401744,827.2943434614887,827.2943434614887,827.2943434614887,827.2943434614887,841.5104881322676,841.0452080785607,827.2943434614887,835.3969752132144,835.3969752132144
49,827.2943434614887,835.3969752132144,827.2943434614887,841.5104881322676,827.2943434614887,827.2943434614887,841.9386760401744,820.4662645402492,835.3969752132144,827.2943434614887
50,844.3543309229972,827.2943434614887,827.2943434614887,827.2943434614887,835.3969752132144,827.2943434614887,835.3969752132144,835.3969752132144,820.4662645402492,839.2288741542966
51,831.7806541871867,827.2943434614887,835.3969752132144,827.2943434614887,827.2943434614887,870.3449456840137,835.3969752132144,870.3449456840137,827.2943434614887,835.3969752132144
52,835.3969752132144,835.3969752132144,835.3969752132144,835.3969752132144,827.2943434614887,831.7806541871867,831.7806541871867,852.4729269521124,870.3449456840137,835.3969752132144
53,831.7806541871867,827.2943434614887,835.3969752132144,831.7806541871867,827.2943434614887,835.3969752132144,852.4729269521124,835.3969752132144,831.7806541871867,835.3969752132144
54,831.7806541871867,811.6145429810952,835.1500226509035,831.7806541871867,835.1500226509035,827.2943434614887,835.3969752132144,852.4729269521124,831.7806541871867,835.1500226509035
55,831.7806541871867,831.7806541871867,831.7806541871867,835.3969752132144,811.6145429810952,835.1500226509035,831.7806541871867,831.7806541871867,827.2943434614887,811.6145429810952
56,831.7806541871867,857.0242251520979,811.6145429810952,799.2048177639679,831.7806541871867,801.2002692849857,827.2943434614887,863.3406538790708,801.2002692849857,831.7806541871867
57,831.7806541871867,831.7806541871867,811.6145429810952,799.2048177639679,801.2002692849857,796.8134243030865,801.2002692849857,831.7806541871867,835.1500226509035,801.2002692849857
58,799.2048177639679,835.1500226509035,830.5295467666722,801.2002692849857,840.0873653268056,801.986329775316,801.2002692849857,799.2048177639679,831.7806541871867,831.7806541871867
59,799.2048177639679,801.986329775316,835.1500226509035,799.2048177639679,799.2048177639679,846.6312537013232,830.5295467666722,799.2048177639679,831.7806541871867,801.2002692849857
60,853.8589941707735,846.6312537013232,828.0046629027003,810.8292977829593,799.2048177639679,830.5295467666722,801.986329775316,846.6312537013232,804.9427397391662,842.5630011610679
61,810.8292977829593,804.9427397391662,799.5152410617225,801.986329775316,804.9427397391662,846.6312537013232,801.986329775316,799.2048177639679,828.0046629027003,804.9427397391662
62,814.5298990036863,801.986329775316,801.986329775316,810.8292977829593,837.4968878964382,804.9427397391662,801.986329775316,801.986329775316,804.9427397391662,799.2048177639679
63,804.9427397391662,804.7681916627138,810.8292977829593,814.5298990036863,814.5298990036863,810.8292977829593,814.5298990036863,810.8292977829593,810.8292977829593,814.5298990036863
64,810.8292977829593,810.8292977829593,814.5298990036863,805.4666039716976,804.9427397391662,823.9125613358024,810.8292977829593,814.5298990036863,808.0401861148263,814.5298990036863
65,808.0401861148263,810.8292977829593,814.5298990036863,844.8968932922494,810.8292977829593,808.0401861148263,810.8292977829593,814.5298990036863,814.5298990036863,856.9422420421533
66,829.3306787275737,814.5298990036863,886.0993092963149,808.2360892871984,808.0401861148263,886.0993092963149,810.8292977829593,808.0401861148263,834.7225990944889,808.0401861148263
67,808.0401861148263,829.3306787275737,834.7225990944889,808.0401861148263,834.7225990944889,814.5298990036863,808.0401861148263,838.0564710330741,829.3306787275737,834.7225990944889
68,814.5298990036863,814.5298990036863,808.0401861148263,807.8942451718822,808.0401861148263,808.0401861148263,808.0401861148263,803.3598491785136,808.0401861148263,814.5298990036863
69,808.0401861148263,814.5298990036863,808.0401861148263,808.0401861148263,808.0401861148263,814.5298990036863,803.3598491785136,808.0401861148263,808.0401861148263,808.0401861148263
70,803.3598491785136,803.3598491785136,808.0401861148263,808.0401861148263,808.0401861148263,808.0401861148263,808.0401861148263,803.3598491785136,803.3598491785136,814.5298990036863
71,808.0401861148263,808.0401861148263,808.0401861148263,803.3598491785136,813.2289031478012,808.0401861148263,808.0401861148263,808.0401861148263,803.3598491785136,814.5298990036863
72,813.2289031478012,808.0401861148263,808.0401861148263,808.0401861148263,808.0401861148263,808.0401861148263,823.8251101103187,813.2289031478012,808.0401861148263,808.0401861148263
73,808.0401861148263,826.2308615033703,808.0401861148263,808.0401861148263,808.0401861148263,808.0401861148263,813.2289031478012,808.0401861148263,808.0401861148263,813.2289031478012
74,813.2289031478012,808.0401861148263,808.0401861148263,813.2289031478012,808.0401861148263,808.0401861148263,808.0401861148263,813.2289031478012,808.0401861148263,825.4403395759019
75,808.0401861148263,813.2289031478012,825.4403395759019,813.2289031478012,806.8617751869662,808.0401861148263,808.0401861148263,806.8617751869662,813.2289031478012,808.0401861148263
76,806.8617751869662,806.8617751869662,808.0401861148263,808.0401861148263,813.2289031478012,813.7870961286244,808.0401861148263,808.0401861148263,825.4403395759019,806.8617751869662
77,808.0401861148263,818.3914511934531,813.7870961286244,806.8617751869662,806.8617751869662,806.8617751869662,813.7870961286244,795.0705236987884,793.3219558844036,759.7450130841729
78,806.8617751869662,759.7450130841729,793.3219558844036,793.3219558844036,793.3219558844036,793.3219558844036,806.8617751869662,759.7450130841729,759.7450130841729,795.0705236987884
79,806.8617751869662,759.7450130841729,793.3219558844036,793.3219558844036,806.8617751869662,806.8617751869662,802.5390985917182,793.3219558844036,806.8617751869662,793.3219558844036
80,818.1854000167732,793.3219558844036,793.3219558844036,817.8654527764112,793.3219558844036,796.9557736878097,818.1854000167732,793.3219558844036,806.8617751869662,806.8617751869662
81,803.0673634654214,806.8617751869662,819.7107539796348,793.3219558844036,793.3219558844036,813.9975499152713,796.9557736878097,793.3219558844036,818.1854000167732,788.2492248066277
82,818.1854000167732,820.0784452993289,819.7107539796348,808.4289283072783,819.7107539796348,793.3219558844036,793.3219558844036,808.4289283072783,806.8617751869662,794.4712170296932
83,801.7178212191911,801.7178212191911,806.8617751869662,802.4681193068021,793.3219558844036,819.7107539796348,806.8617751869662,820.0784452993289,808.4289283072783,818.1854000167732
84,802.4681193068021,806.1265869660564,806.8617751869662,806.8617751869662,801.7178212191911,801.7178212191911,806.8617751869662,818.1854000167732,801.7178212191911,818.1854000167732
85,806.8617751869662,806.8617751869662,808.7059119783758,818.1854000167732,806.1265869660564,806.1265869660564,801.7178212191911,752.1381516659334,808.7059119783758,801.7178212191911
86,801.7178212191911,752.1381516659334,798.9519277492991,801.7178212191911,806.1265869660564,799.4313579826373,806.1265869660564,752.1381516659334,806.8617751869662,801.7178212191911
87,801.7178212191911,799.4313579826373,806.1265869660564,798.9519277492991,752.1381516659334,806.1265869660564,801.7178212191911,806.1265869660564,752.1381516659334,801.7178212191911
88,806.1265869660564,827.684708403457,805.6607157748618,807.8165410698153,805.6607157748618,807.8165410698153,807.8165410698153,801.7178212191911,799.4313579826373,752.1381516659334
89,805.6607157748618,827.684708403457,805.6607157748618,831.2711381921554,805.6607157748618,805.6607157748618,801.7178212191911,807.8165410698153,849.3917511548926,801.7178212191911
90,805.6607157748618,805.6607157748618,805.6607157748618,827.684708403457,827.684708403457,805.6607157748618,827.684708403457,805.6607157748618,807.8165410698153,801.7178212191911
91,806.397210661309,806.397210661309,859.3089196355598,840.7235950434546,805.6607157748618,805.6607157748618,840.7235950434546,801.7178212191911,799.580234314824,805.6607157748618
92,840.7235950434546,805.6607157748618,806.397210661309,802.4543161056386,799.580234314824,799.580234314824,805.6607157748618,809.5227020714286,840.7235950434546,806.397210661309
93,799.580234314824,806.397210661309,805.6607157748618,799.580234314824,805.6607157748618,806.2701618363607,809.5227020714286,805.6607157748618,801.7178212191911,809.5227020714286
94,809.5227020714286,805.6607157748618,806.2701618363607,795.1714685679588,801.7178212191911,805.6607157748618,805.6607157748618,801.7178212191911,805.6607157748618,820.4599936584001
95,795.1714685679588,801.7178212191911,801.7178212191911,805.6607157748618,805.6607157748618,805.6607157748618,809.5227020714286,795.1714685679588,801.7178212191911,801.7178212191911
96,795.1714685679588,805.6607157748618,801.7178212191911,801.7178212191911,805.6607157748618,801.7178212191911,785.0347351589928,801.7178212191911,801.7178212191911,795.1714685679588
97,801.7178212191911,801.7178212191911,801.7178212191911,805.6607157748618,801.7178212191911,801.7178212191911,801.7178212191911,801.7178212191911,801.7178212191911,801.7178212191911
98,801.7178212191911,801.7178212191911,801.7178212191911,801.7178212191911,801.7178212191911,801.7178212191911,801.7178212191911,812.1825711407703,801.7178212191911,801.7178212191911
99,801.7178212191911,801.7178212191911,801.7178212191911,801.7178212191911,801.7178212191911,796.5624718326962,801.7178212191911,801.7178212191911,801.7178212191911,801.7178212191911
100,801.7178212191911,801.7178212191911,801.7178212191911,801.7178212191911,801.7178212191911,793.7088637069709,807.485503092804,801.7178212191911,801.7178212191911,841.8603911124326
101,801.7178212191911,801.7178212191911,841.8603911124326,841.8603911124326,807.485503092804,801.7178212191911,804.3318922512842,801.7178212191911,801.7178212191911,801.7178212191911
102,801.7178212191911,801.7178212191911,801.7178212191911,841.8603911124326,841.8603911124326,807.485503092804,801.7178212191911,804.3318922512842,804.3318922512842,819.0332376460649
103,801.7178212191911,801.7178212191911,804.3318922512842,801.7178212191911,807.485503092804,841.8603911124326,801.7178212191911,804.3318922512842,841.8603911124326,841.8603911124326
104,804.3318922512842,801.7178212191911,801.7178212191911,841.8603911124326,801.7178212191911,841.8603911124326,849.756808218694,849.756808218694,841.8603911124326,841.8603911124326
105,849.756808218694,801.7178212191911,849.756808218694,841.8603911124326,801.7178212191911,804.3318922512842,841.8603911124326,803.072683774453,854.4855214617938,801.7178212191911
106,803.072683774453,801.7178212191911,841.8603911124326,825.3479978836401,841.8603911124326,842.9508370909391,804.3318922512842,824.7246302663407,822.1160922247755,837.1055197659962
107,808.4759598876344,847.0398314051841,809.6091246910478,801.7178212191911,841.8603911124326,847.0398314051841,801.7178212191911,804.3318922512842,825.3479978836401,841.8603911124326
108,847.0398314051841,825.3479978836401,857.3753312153151,809.6091246910478,804.3318922512842,808.4759598876344,801.7178212191911,804.3318922512842,809.6091246910478,809.6091246910478
109,843.8689524862332,801.7178212191911,804.3318922512842,841.7913191483337,804.3318922512842,857.3753312153151,804.3318922512842,825.3479978836401,831.1802000063686,841.7913191483337
110,779.7606944149268,843.8689524862332,831.1802000063686,880.3997311671144,831.1802000063686,824.9914034472561,831.1802000063686,857.3753312153151,804.3318922512842,824.9914034472561
111,831.1802000063686,804.3318922512842,775.8164225049277,823.594639004152,824.9914034472561,741.0604907319057,843.8689524862332,823.594639004152,823.594639004152,779.7606944149268
112,793.2804588038632,775.0720740655765,823.594639004152,802.6443779651509,842.5728446600004,802.6443779651509,775.0720740655765,782.8600282928362,775.8164225049277,779.7606944149268
113,782.8600282928362,842.5728446600004,772.3301977648621,779.7606944149268,802.6443779651509,728.0081816689055,809.2290282632871,775.8164225049277,772.3301977648621,775.0720740655765
114,775.8164225049277,775.8164225049277,790.8396480061775,775.8164225049277,802.6443779651509,772.3301977648621,837.7982099650704,728.0081816689055,728.0081816689055,728.0081816689055
115,802.6443779651509,750.4548842519687,728.0081816689055,775.8164225049277,802.6443779651509,728.0081816689055,775.8164225049277,759.0882886143737,837.7982099650704,772.3301977648621
116,750.4548842519687,805.7824639493496,775.8164225049277,802.6443779651509,772.3301977648621,802.6443779651509,772.3301977648621,802.6443779651509,775.8164225049277,750.4548842519687
117,802.6443779651509,750.4548842519687,772.3301977648621,802.6443779651509,802.6443779651509,772.3301977648621,802.6443779651509,772.3301977648621,750.4548842519687,750.4548842519687
118,750.4548842519687,772.3301977648621,802.6443779651509,802.6443779651509,802.6443779651509,750.4548842519687,802.6443779651509,802.6443779651509,802.6443779651509,772.3301977648621
119,750.4548842519687,802.6443779651509,802.6443779651509,802.6443779651509,772.4311227964519,750.4548842519687,802.6443779651509,802.6443779651509,750.4548842519687,750.4548842519687
120,743.1219943919006,750.4548842519687,802.6443779651509,802.6443779651509,750.4548842519687,802.6443779651509,750.4548842519687,750.4548842519687,743.1219943919006,802.6443779651509
121,802.6443779651509,802.6443779651509,750.4548842519687,802.6443779651509,759.6598620919941,802.6443779651509,802.6443779651509,802.6443779651509,780.6745795690485,759.6598620919941
122,839.0143740043862,759.6598620919941,763.4518680826111,759.6598620919941,802.6443779651509,763.4518680826111,780.6745795690485,802.6443779651509,759.6598620919941,780.6745795690485
123,763.4518680826111,763.4518680826111,762.6267820390036,759.6598620919941,762.6267820390036,802.6443779651509,790.1535437021367,763.4518680826111,759.6598620919941,759.6598620919941
124,759.6598620919941,759.6598620919941,763.4518680826111,758.7119036906242,790.1535437021367,762.6267820390036,762.6267820390036,763.4518680826111,802.8358840159146,802.8358840159146
125,759.6598620919941,762.6267820390036,762.6267820390036,762.6267820390036,763.4518680826111,763.4518680826111,763.4518680826111,790.1535437021367,762.6267820390036,758.7119036906242
126,763.4518680826111,750.4894759547743,763.4518680826111,763.4518680826111,763.4518680826111,762.6267820390036,763.4518680826111,763.4518680826111,763.4518680826111,763.4518680826111
127,750.4894759547743,750.4894759547743,750.4894759547743,750.4894759547743,750.4894759547743,763.4518680826111,762.6267820390036,762.6267820390036,762.6267820390036,750.4894759547743
128,750.4894759547743,750.4894759547743,750.4894759547743,762.6267820390036,762.6267820390036,750.0412988677567,750.4894759547743,762.6267820390036,763.4518680826111,750.4894759547743
129,750.4894759547743,750.4894759547743,750.4894759547743,750.4894759547743,750.4894759547743,750.0412988677567,750.0412988677567,750.0412988677567,763.4518680826111,763.4518680826111
130,750.0412988677567,750.4894759547743,754.2814819453913,754.2814819453913,750.4894759547743,763.4518680826111,750.4894759547743,763.4518680826111,750.4894759547743,750.4894759547743
131,827.6831335309844,750.4894759547743,763.4518680826111,763.4518680826111,746.7108465930278,750.0412988677567,763.4518680826111,754.2814819453913,746.7108465930278,763.4518680826111
132,750.0412988677567,734.6148297804239,763.4518680826111,763.4518680826111,732.1103894776144,750.0412988677567,763.4518680826111,754.2814819453913,746.7108465930278,732.1103894776144
133,763.4518680826111,763.4518680826111,754.2814819453913,732.1103894776144,746.7108465930278,750.0412988677567,763.4518680826111,746.7108465930278,732.1103894776144,754.2814819453913
134,763.4518680826111,746.7108465930278,754.2814819453913,754.2814819453913,746.7108465930278,770.4393717670985,763.4518680826111,754.2814819453913,763.4518680826111,763.4518680826111
135,754.2814819453913,763.4518680826111,735.7870467219219,746.7108465930278,751.5987438413116,754.2814819453913,754.2814819453913,763.4518680826111,746.7108465930278,746.7108465930278
136,746.7108465930278,746.7108465930278,746.7108465930278,760.110842330615,763.4518680826111,758.8948241470671,746.7108465930278,758.8948241470671,696.4774874575326,746.7108465930278
137,763.4518680826111,746.7108465930278,731.2394255065961,746.7108465930278,746.7108465930278,704.0481228098961,696.4774874575326,758.8948241470671,746.7108465930278,696.4774874575326
138,746.7108465930278,734.3514410109951,734.3514410109951,696.4774874575326,696.4774874575326,746.7108465930278,734.3514410109951,734.3514410109951,696.4774874575326,731.2394255065961
139,731.2394255065961,734.3514410109951,696.4774874575326,732.3961165867307,771.0153456473392,696.4774874575326,746.7108465930278,696.4774874575326,746.7108465930278,731.2394255065961
140,771.0153456473392,731.2394255065961,746.7108465930278,687.479813596952,737.1188633691806,731.2394255065961,731.2394255065961,731.2394255065961,696.4774874575326,746.7108465930278
141,687.479813596952,696.4774874575326,729.5482280168171,746.7108465930278,731.2394255065961,731.2394255065961,696.4774874575326,739.5154473327773,735.7870467219219,731.2394255065961
142,731.2394255065961,749.6002999814256,687.479813596952,749.6002999814256,729.5482280168171,696.4774874575326,696.4774874575326,721.038359027687,690.4601661386307,729.5482280168171
143,729.5482280168171,721.038359027687,696.4774874575326,749.6002999814256,696.4774874575326,742.029664629062,729.5482280168171,728.5041270103206,721.038359027687,690.4601661386307
144,687.479813596952,742.029664629062,696.4774874575326,721.038359027687,737.1188633691806,658.5309186859427,729.5482280168171,725.5737074940341,658.5309186859427,729.5482280168171
145,696.4774874575326,725.4679842451878,687.479813596952,722.9398466240575,742.029664629062,729.5482280168171,658.5309186859427,720.0984640317705,665.2104342231013,658.5309186859427
146,729.5482280168171,658.5309186859427,658.5309186859427,720.0984640317705,739.3915446488692,720.0984640317705,665.2104342231013,665.2104342231013,658.5309186859427,720.0984640317705
147,665.2104342231013,658.5309186859427,658.5309186859427,658.5309186859427,720.0984640317705,665.2104342231013,658.5309186859427,720.0984640317705,665.2104342231013,720.0984640317705
148,657.8020543840797,720.0984640317705,665.2104342231013,658.5309186859427,638.6978928209602,720.0984640317705,665.2104342231013,658.5309186859427,675.4853006044119,658.5309186859427
149,658.5309186859427,665.2104342231013,684.3002555874707,665.2104342231013,658.5309186859427,657.8020543840797,638.6978928209602,658.5309186859427,720.0984640317705,658.5309186859427
150,721.4185146584605,638.6978928209602,638.6978928209602,638.6978928209602,658.5309186859427,638.6978928209602,658.5309186859427,684.3002555874707,658.5309186859427,665.2104342231013
151,638.6978928209602,638.6978928209602,738.4431806736432,638.6978928209602,701.8976559936501,665.2104342231013,665.2104342231013,665.2104342231013,658.5309186859427,658.5309186859427
152,638.6978928209602,665.2104342231013,658.5309186859427,660.3267794087511,696.1792476273657,696.1792476273657,696.1792476273657,638.6978928209602,638.6978928209602,638.6978928209602
153,696.1792476273657,638.6978928209602,638.6978928209602,673.3267491159124,660.3267794087511,638.6978928209602,643.3021133935684,662.5927243977962,687.2748915345364,638.6978928209602
154,638.6978928209602,643.3021133935684,638.6978928209602,660.3267794087511,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,696.1792476273657,643.3021133935684
155,660.3267794087511,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,643.3021133935684,643.3021133935684,638.6978928209602,662.5927243977962
156,631.6540031866386,638.6978928209602,638.6978928209602,635.585418286012,638.6978928209602,643.2989688902735,631.6540031866386,638.6978928209602,662.5927243977962,635.585418286012
157,638.6978928209602,631.6540031866386,662.5927243977962,635.585418286012,638.6978928209602,638.6978928209602,638.6978928209602,662.5927243977962,638.6978928209602,638.6978928209602
158,662.5927243977962,638.6978928209602,638.6978928209602,662.5927243977962,635.585418286012,638.6978928209602,717.6754343131736,638.6978928209602,638.6978928209602,638.6978928209602
159,638.6978928209602,648.5498311736523,662.5927243977962,662.5927243977962,648.5498311736523,635.585418286012,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602
160,680.1547378056507,701.7273982873447,632.6152002809489,662.5927243977962,649.5052973220515,638.6978928209602,648.5498311736523,638.6978928209602,638.6978928209602,640.8363627269044
161,680.1547378056507,632.6152002809489,638.6978928209602,638.6978928209602,640.8363627269044,683.559278515533,648.5498311736523,640.8363627269044,638.6978928209602,638.6978928209602
162,648.5498311736523,638.6978928209602,683.559278515533,654.9960245655144,638.6978928209602,648.5498311736523,648.5498311736523,638.6978928209602,632.6152002809489,640.8363627269044
163,648.5498311736523,638.6978928209602,654.9960245655144,683.559278515533,638.6978928209602,640.8363627269044,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602
164,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,654.9960245655144,654.9960245655144
165,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,654.9960245655144
166,638.6978928209602,638.6978928209602,654.9960245655144,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602
167,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,638.6978928209602,661.8587251928473,638.6978928209602
