,Chromosome_0,Chromosome_1,Chromosome_2,Chromosome_3,Chromosome_4,Chromosome_5,Chromosome_6,Chromosome_7,Chromosome_8,Chromosome_9
0,907.5195192201088,887.7420377233934,844.9613991108158,844.9613991108158,809.8036872466117,874.9481034844761,844.9613991108158,918.2560599384219,854.8905115780827,905.1323091511657
1,863.8641584869513,831.4894126951345,874.9481034844761,918.2560599384219,844.9613991108158,887.7420377233934,861.7082260978302,861.7082260978302,809.8036872466117,887.7420377233934
2,829.4879468116201,887.7420377233934,809.8036872466117,829.4879468116201,887.7420377233934,887.7420377233934,861.7082260978302,858.1857769883462,887.7420377233934,848.1288028089722
3,887.7420377233934,799.592675171236,829.4879468116201,829.4879468116201,810.7807879485368,799.592675171236,785.9097913304848,887.7420377233934,887.7420377233934,829.9575702976061
4,799.3784067968518,887.7420377233934,829.4879468116201,829.4879468116201,829.4879468116201,829.8841998843816,829.4879468116201,829.4879468116201,799.3784067968518,829.8841998843816
5,846.6746720026867,829.4879468116201,829.8841998843816,829.8841998843816,829.4879468116201,829.4879468116201,843.2616946607935,829.4879468116201,829.8841998843816,846.6746720026867
6,829.8841998843816,829.8841998843816,829.4879468116201,829.8841998843816,829.4879468116201,829.8841998843816,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201
7,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,825.2677757139041
8,829.4879468116201,829.4879468116201,825.2677757139041,825.2677757139041,829.4879468116201,829.4879468116201,825.2677757139041,829.4879468116201,829.4879468116201,825.2677757139041
9,829.4879468116201,829.4879468116201,844.2211083589115,829.4879468116201,825.2677757139041,804.3546930181113,829.4879468116201,829.4879468116201,829.4879468116201,844.2211083589115
10,844.2211083589115,829.4879468116201,844.2211083589115,804.3546930181113,844.2211083589115,825.2677757139041,829.4879468116201,829.4879468116201,829.4879468116201,844.2211083589115
11,829.4879468116201,844.2211083589115,844.2211083589115,844.2211083589115,829.4879468116201,829.4879468116201,844.2211083589115,829.4879468116201,829.4879468116201,844.2211083589115
12,844.2211083589115,829.4879468116201,844.2211083589115,844.2211083589115,829.4879468116201,844.2211083589115,829.4879468116201,844.2211083589115,844.2211083589115,844.2211083589115
13,829.4879468116201,844.2211083589115,844.2211083589115,844.2211083589115,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,844.2211083589115
14,829.4879468116201,832.3082277234482,844.2211083589115,844.2211083589115,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201
15,829.4879468116201,832.3082277234482,829.4879468116201,829.4879468116201,874.5444481570901,832.3082277234482,844.2211083589115,821.928513544956,829.4879468116201,829.4879468116201
16,832.3082277234482,832.3082277234482,829.4879468116201,829.4879468116201,829.4879468116201,844.2211083589115,832.3082277234482,829.4879468116201,829.4879468116201,874.5444481570901
17,829.4879468116201,829.4879468116201,832.3082277234482,832.3082277234482,829.4879468116201,829.4879468116201,829.4879468116201,874.5444481570901,844.2211083589115,829.4879468116201
18,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,874.5444481570901,874.5444481570901,832.3082277234482,829.4879468116201,832.3082277234482,829.4879468116201
19,832.3082277234482,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,874.5444481570901,829.4879468116201,829.4879468116201
20,829.4879468116201,874.5444481570901,829.4879468116201,829.4879468116201,829.4879468116201,832.3082277234482,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201
21,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,832.3082277234482,829.4879468116201
22,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,847.0095087234228,829.4879468116201,829.4879468116201,829.4879468116201
23,847.0095087234228,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,847.0095087234228
24,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,847.0095087234228,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201
25,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201
26,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,823.4669590097905
27,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201
28,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201,829.4879468116201
